age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
34,4,79586,12.0,13,4,9,1,3,1,0,0,60,38,0.0
25,6,143062,8.0,9,4,0,3,4,0,0,0,40,38,0.0
39,3,101146,8.0,9,0,9,1,4,0,4650,0,40,38,0.0
18,8,284450,6.0,7,4,14,3,4,1,0,0,25,38,0.0
58,6,159021,4.0,5,2,4,0,4,1,0,0,40,38,0.0
34,1,353270,10.0,11,4,2,3,4,0,0,0,40,38,0.0
29,5,162312,9.0,10,4,3,3,1,1,0,0,45,34,0.0
49,6,231961,14.0,16,0,9,4,4,1,0,0,50,38,1.0
38,3,181943,12.0,13,4,0,1,4,0,0,0,35,38,0.0
21,3,163595,9.0,10,4,7,3,4,1,0,0,35,38,0.0
28,3,130856,12.0,13,2,9,0,4,1,0,0,40,38,1.0
42,3,208875,9.0,10,2,3,5,4,0,0,0,40,7,1.0
29,5,58744,11.0,12,4,7,3,4,1,0,0,60,38,0.0
48,3,116641,8.0,9,0,0,4,4,0,0,0,45,38,0.0
40,3,69333,12.0,13,2,4,0,4,1,0,0,40,38,0.0
36,3,320811,9.0,10,2,2,0,4,1,0,0,40,38,1.0
34,3,197886,12.0,13,2,11,0,4,1,0,0,60,38,1.0
57,5,253914,1.0,2,2,11,0,4,1,0,0,35,25,0.0
24,3,89154,4.0,5,4,7,1,4,1,0,0,40,7,0.0
32,3,372317,4.0,5,5,7,4,4,0,0,0,23,25,0.0
18,5,296090,8.0,9,4,11,3,4,1,0,0,48,41,0.0
39,3,192614,8.0,9,2,13,0,4,1,0,0,56,38,0.0
39,3,403489,6.0,7,0,13,3,4,1,0,0,40,38,0.0
18,3,169652,6.0,7,4,7,3,4,0,0,0,12,38,0.0
20,3,217467,9.0,10,4,2,3,4,1,0,0,40,38,0.0
27,8,162104,4.0,5,4,14,3,4,0,0,0,40,38,0.0
54,3,175912,5.0,6,2,13,0,4,1,0,0,40,38,0.0
40,5,179533,8.0,9,2,13,0,4,1,0,0,75,38,1.0
27,3,149624,9.0,10,2,0,0,4,1,0,0,30,38,0.0
27,3,289147,8.0,9,4,6,3,4,0,0,0,40,38,0.0
43,0,347720,12.0,13,4,12,1,4,1,0,0,50,38,0.0
22,3,406978,12.0,13,4,3,2,4,0,0,0,40,38,0.0
17,3,193199,6.0,7,4,11,4,4,0,0,0,12,30,0.0
37,4,163998,11.0,12,2,11,0,4,1,0,0,50,38,1.0
49,3,173115,5.0,6,5,3,1,2,1,4416,0,99,38,0.0
33,3,333701,10.0,11,4,7,4,2,1,0,0,40,38,0.0
21,6,48121,9.0,10,4,3,3,4,1,0,1602,10,38,0.0
45,3,186256,8.0,9,0,2,1,4,1,0,0,40,38,0.0
33,3,104525,8.0,9,2,5,0,4,1,0,0,40,38,0.0
25,3,104097,12.0,13,2,2,0,4,1,2829,0,60,38,0.0
71,3,212806,8.0,9,2,11,0,4,1,0,0,36,38,0.0
23,1,203353,12.0,13,4,9,3,4,0,0,0,45,38,0.0
41,3,130126,15.0,15,2,9,0,4,1,0,0,80,38,1.0
21,8,270043,5.0,6,4,14,4,4,0,0,0,30,38,0.0
47,3,218435,8.0,9,3,11,4,4,0,0,0,20,4,0.0
30,3,154120,12.0,13,4,11,1,4,1,0,0,65,38,0.0
40,3,193537,9.0,10,2,0,5,4,0,0,0,40,5,0.0
44,3,84535,9.0,10,0,11,4,4,0,0,0,48,38,0.0
50,3,150999,13.0,14,2,9,0,4,1,0,1977,40,38,1.0
31,6,157673,8.0,9,2,4,0,4,1,0,0,40,38,0.0
68,3,217424,8.0,9,2,10,0,4,1,0,0,24,38,0.0
45,3,358886,7.0,8,2,0,0,4,1,2407,0,50,38,0.0
38,3,186191,12.0,13,4,9,3,4,1,0,0,40,38,0.0
78,4,212660,6.0,7,2,3,0,4,1,0,0,10,38,0.0
31,4,31740,10.0,11,2,4,0,4,1,0,0,55,38,0.0
39,3,498785,8.0,9,0,0,1,4,1,0,0,40,38,0.0
36,5,35945,3.0,4,2,6,0,4,1,7298,0,45,38,1.0
46,1,162566,13.0,14,0,9,4,4,0,0,0,50,1,0.0
30,3,118861,9.0,10,2,0,0,1,1,0,0,50,38,1.0
34,3,206609,9.0,10,4,11,4,4,1,0,0,35,38,0.0
30,0,423064,8.0,9,5,0,2,2,1,0,0,35,38,0.0
47,3,191957,12.0,13,2,11,0,2,1,0,0,40,38,1.0
40,3,223934,9.0,10,2,0,5,4,0,0,0,17,38,1.0
62,8,129246,8.0,9,2,14,0,4,1,0,0,40,38,0.0
44,5,195486,8.0,9,2,11,0,2,1,0,0,70,22,0.0
40,3,114580,8.0,9,0,2,2,4,0,0,0,40,39,0.0
20,3,119215,9.0,10,4,13,3,4,1,0,0,40,38,0.0
45,3,240554,12.0,13,2,3,0,4,1,0,0,40,38,1.0
55,3,199067,12.0,13,2,3,0,4,1,15024,0,42,38,1.0
51,3,144084,8.0,9,4,6,3,4,0,0,0,40,38,0.0
38,3,358682,9.0,10,2,5,0,4,1,0,0,40,38,0.0
49,1,59612,13.0,14,2,9,0,4,1,0,0,40,38,1.0
49,6,391585,12.0,13,2,3,0,4,1,15024,0,40,38,1.0
30,1,101345,8.0,9,5,7,4,4,0,0,0,26,38,0.0
20,3,117618,9.0,10,4,3,3,4,1,0,0,40,38,0.0
34,3,231238,4.0,5,5,4,4,2,1,0,0,40,38,0.0
42,1,143046,8.0,9,6,13,4,4,0,0,0,40,38,0.0
46,3,326857,13.0,14,2,11,0,4,1,0,2415,65,38,1.0
43,3,203642,12.0,13,4,9,1,4,0,0,0,40,38,1.0
62,3,88579,8.0,9,4,0,1,4,0,0,0,38,38,0.0
21,3,240517,9.0,10,4,6,3,4,0,0,0,70,38,0.0
58,1,156649,1.0,2,6,5,4,2,1,0,0,40,38,0.0
30,3,143392,12.0,13,2,0,5,4,0,0,0,40,38,0.0
37,3,365465,8.0,9,5,2,4,4,1,0,0,70,29,0.0
22,6,264710,12.0,13,4,12,3,4,0,0,0,40,38,0.0
64,6,223830,4.0,5,4,0,1,4,0,0,0,38,38,0.0
42,3,154374,8.0,9,2,13,0,4,1,0,0,50,38,1.0
43,6,242521,8.0,9,2,2,0,4,1,0,0,40,38,0.0
34,3,124569,9.0,10,0,0,1,4,0,0,0,40,38,0.0
25,3,209230,8.0,9,4,7,3,4,0,0,0,6,38,0.0
21,3,162228,9.0,10,4,0,3,4,1,0,0,40,38,0.0
45,0,60267,8.0,9,2,0,0,4,1,0,0,40,38,1.0
55,5,76901,11.0,12,2,3,0,4,1,0,0,55,38,1.0
24,3,137876,8.0,9,4,2,3,4,1,0,0,50,38,0.0
70,5,347910,9.0,10,2,3,0,4,1,0,0,35,38,0.0
27,1,138917,12.0,13,4,9,1,4,1,0,0,35,38,0.0
34,3,532379,9.0,10,2,2,0,4,1,0,0,40,38,0.0
57,3,31532,12.0,13,2,13,0,4,1,0,0,40,38,0.0
37,5,30973,8.0,9,2,3,0,4,1,0,0,40,38,0.0
52,3,117295,1.0,2,2,3,0,4,1,0,0,50,38,1.0
32,3,295282,8.0,9,2,2,0,4,1,0,0,48,38,0.0
42,3,190786,10.0,11,2,2,0,4,1,0,0,40,38,0.0
24,3,246207,12.0,13,4,6,3,2,0,0,0,40,38,0.0
50,3,130780,8.0,9,2,5,0,2,1,0,0,40,38,0.0
36,3,186212,11.0,12,2,2,0,4,1,0,0,50,38,0.0
42,3,175526,8.0,9,2,6,0,4,1,0,0,40,38,0.0
40,3,207025,8.0,9,4,0,1,4,0,6849,0,38,38,0.0
39,0,82622,12.0,13,4,0,1,4,1,0,0,45,38,0.0
51,3,199688,12.0,13,2,3,0,4,1,0,1977,60,41,1.0
38,6,318886,12.0,13,2,10,0,2,1,0,0,52,38,0.0
18,3,256005,8.0,9,4,7,3,4,1,0,0,40,38,0.0
63,5,217715,2.0,3,4,11,1,4,0,0,0,3,38,0.0
50,3,205803,13.0,14,2,11,0,4,1,15024,0,40,38,1.0
82,5,240491,8.0,9,2,2,0,4,1,0,0,40,4,0.0
33,3,154120,8.0,9,0,5,3,4,1,0,0,45,38,0.0
37,3,69251,9.0,10,2,13,0,1,1,0,0,40,38,0.0
24,3,333505,8.0,9,3,13,3,4,1,0,0,40,28,0.0
31,3,168521,12.0,13,4,3,4,4,0,0,0,50,38,0.0
59,3,193568,8.0,9,0,6,3,4,0,0,0,40,38,0.0
18,3,426895,7.0,8,4,4,3,4,1,0,0,55,38,0.0
47,5,131826,9.0,10,2,11,0,4,1,0,0,40,38,0.0
48,3,79646,6.0,7,2,4,0,4,1,0,0,50,38,0.0
27,3,167031,12.0,13,4,9,4,3,0,0,0,33,38,0.0
34,3,73199,6.0,7,4,7,3,1,1,0,0,40,29,0.0
50,3,114056,10.0,11,2,10,0,4,1,0,0,84,38,0.0
57,5,110417,9.0,10,2,4,0,4,1,0,0,75,38,0.0
60,3,33266,8.0,9,2,10,0,4,1,0,0,40,38,0.0
39,3,154410,8.0,9,2,0,0,4,1,0,0,40,38,1.0
56,8,154537,9.0,10,0,14,4,4,0,0,0,50,38,1.0
18,3,27780,8.0,9,4,11,3,4,0,0,0,25,38,0.0
26,3,142914,11.0,12,2,9,5,4,0,0,0,75,38,0.0
37,3,190987,9.0,10,2,11,5,4,0,7298,0,40,38,1.0
20,3,314422,8.0,9,4,11,3,4,0,0,0,30,38,0.0
29,1,273771,13.0,14,4,9,1,4,1,0,0,45,38,0.0
30,3,175083,8.0,9,0,13,1,4,1,0,0,52,38,0.0
21,3,63665,9.0,10,4,7,3,4,1,0,0,15,38,0.0
24,1,193416,9.0,10,4,10,3,4,0,0,0,40,38,0.0
51,3,74275,8.0,9,2,6,0,4,1,0,0,40,38,0.0
31,3,122609,8.0,9,0,0,4,4,0,0,0,40,38,0.0
45,3,225456,12.0,13,2,9,0,4,1,0,1977,40,38,1.0
36,1,116892,9.0,10,2,2,0,4,1,0,0,40,38,0.0
29,3,196971,12.0,13,4,9,3,4,0,0,0,72,38,0.0
20,3,105312,8.0,9,4,11,1,4,0,0,0,35,38,0.0
46,3,108699,9.0,10,6,0,1,4,0,0,0,60,38,0.0
44,3,171615,8.0,9,2,13,0,4,1,0,0,45,38,0.0
39,3,388023,8.0,9,0,3,1,4,0,0,0,38,38,0.0
39,3,181553,12.0,13,0,3,1,4,1,0,0,55,38,0.0
45,3,170850,8.0,9,2,6,0,4,1,0,0,44,38,1.0
28,3,187479,9.0,10,2,3,0,4,1,0,0,55,38,0.0
44,3,277720,9.0,10,2,0,5,4,0,0,0,35,38,0.0
48,1,493862,8.0,9,2,3,0,2,1,7298,0,38,38,1.0
27,3,220754,8.0,9,4,0,1,4,0,0,0,70,38,0.0
34,5,209768,8.0,9,2,3,0,4,1,0,0,40,38,0.0
35,3,93225,8.0,9,2,2,0,4,1,0,0,40,38,0.0
28,0,341709,8.0,9,4,2,1,4,1,0,0,40,38,0.0
25,3,236242,15.0,15,4,9,1,4,0,0,0,30,38,0.0
21,3,121889,9.0,10,4,11,3,2,0,0,0,20,38,0.0
18,3,318190,6.0,7,4,7,3,4,1,0,0,15,38,0.0
63,5,111306,3.0,4,6,4,4,4,0,0,0,10,38,0.0
18,3,198614,6.0,7,4,11,3,2,0,0,0,8,38,0.0
32,3,193231,8.0,9,2,2,0,4,1,0,0,40,38,0.0
25,8,104614,6.0,7,4,14,4,4,0,0,0,40,38,0.0
19,3,172368,6.0,7,4,13,3,4,1,0,0,20,38,0.0
23,3,60331,9.0,10,4,13,1,4,1,0,0,60,38,0.0
38,3,154568,13.0,14,2,3,0,1,1,0,0,40,41,0.0
36,3,192939,13.0,14,2,9,0,4,1,0,1977,60,38,1.0
43,3,138184,8.0,9,0,7,1,2,0,0,1762,35,38,0.0
45,3,238567,12.0,13,2,3,0,4,1,0,0,40,8,1.0
30,3,208068,8.0,9,2,2,0,3,1,0,0,40,25,0.0
46,3,181810,8.0,9,2,2,0,2,1,4064,0,40,38,0.0
24,0,283918,9.0,10,0,0,4,2,0,0,0,25,38,0.0
42,3,107276,9.0,10,4,3,1,4,0,0,2444,40,38,1.0
23,3,37783,9.0,10,4,11,3,4,0,0,0,40,38,0.0
27,3,263552,8.0,9,4,0,1,4,1,0,0,50,38,0.0
48,3,255439,9.0,10,4,5,1,4,1,0,0,40,38,0.0
31,4,344275,8.0,9,4,2,1,4,1,0,0,44,38,0.0
31,3,70568,1.0,2,4,7,2,4,0,0,0,25,7,0.0
18,3,127827,7.0,8,4,11,3,4,0,0,0,25,38,0.0
36,3,185203,8.0,9,4,11,1,4,0,0,0,40,38,0.0
58,3,123436,12.0,13,2,3,0,4,1,7688,0,50,38,1.0
51,5,136322,8.0,9,2,4,0,4,1,0,1579,40,38,0.0
22,3,187052,8.0,9,4,0,3,4,0,0,0,40,38,0.0
72,3,177769,5.0,6,2,11,0,4,1,0,0,15,38,0.0
61,3,68268,5.0,6,2,4,0,4,1,0,0,55,38,0.0
42,3,424855,9.0,10,2,6,0,4,1,3908,0,40,38,0.0
37,0,81853,8.0,9,0,9,4,1,0,0,0,40,41,0.0
30,4,153549,8.0,9,2,3,0,4,1,0,0,50,38,1.0
40,3,271393,11.0,12,0,3,1,4,0,0,0,40,38,0.0
20,3,198148,8.0,9,4,0,3,4,1,0,0,40,38,0.0
65,3,469602,12.0,13,2,11,0,4,1,0,0,15,38,0.0
36,3,163290,9.0,10,0,11,4,4,0,0,0,40,38,0.0
37,3,295949,8.0,9,4,6,1,4,1,0,0,40,38,0.0
33,5,125279,9.0,10,2,11,0,4,1,0,0,60,38,0.0
64,1,182866,8.0,9,6,7,4,4,0,0,0,40,38,0.0
61,5,111563,12.0,13,2,4,0,4,1,0,0,20,38,1.0
38,3,34173,12.0,13,4,11,4,4,0,0,0,45,38,0.0
27,3,183627,12.0,13,2,3,0,4,1,0,1977,50,38,1.0
24,3,197757,12.0,13,4,9,3,1,0,0,0,40,29,0.0
39,3,98941,12.0,13,4,9,1,4,1,0,0,40,38,1.0
44,3,205474,12.0,13,2,11,0,4,1,0,0,40,38,1.0
47,3,206659,9.0,10,0,0,2,4,0,0,0,40,38,0.0
73,8,191394,15.0,15,2,14,0,4,1,0,0,40,38,0.0
66,3,244661,12.0,13,2,0,0,1,1,0,0,40,29,0.0
53,3,47396,9.0,10,2,0,0,4,1,0,0,50,38,1.0
43,6,270721,12.0,13,2,3,0,4,1,0,0,55,38,1.0
57,6,32694,14.0,16,2,9,0,4,1,0,0,40,38,1.0
44,3,171256,11.0,12,0,6,3,4,0,0,0,45,38,0.0
59,3,169982,12.0,13,2,3,0,4,1,0,2002,50,38,0.0
52,5,217210,8.0,9,6,7,2,2,0,0,0,40,38,0.0
46,3,218329,9.0,10,4,2,3,4,1,0,0,40,38,0.0
20,3,386643,9.0,10,4,7,3,4,0,0,0,40,38,0.0
37,0,125933,8.0,9,2,0,0,4,1,0,0,40,38,1.0
41,5,155767,9.0,10,2,3,0,4,1,0,0,50,38,0.0
39,0,432555,8.0,9,2,0,0,2,1,0,1628,40,38,0.0
30,3,54929,8.0,9,2,11,0,4,1,0,0,55,38,0.0
59,3,162136,9.0,10,0,6,1,4,1,0,0,56,38,0.0
22,3,256504,12.0,13,4,0,3,4,0,0,0,40,38,0.0
40,3,162098,8.0,9,0,0,4,4,0,0,0,30,38,0.0
39,5,103110,12.0,13,2,9,0,4,1,0,0,50,38,0.0
24,3,227610,5.0,6,0,5,4,4,0,0,0,58,38,0.0
63,3,176696,8.0,9,2,2,0,4,1,0,0,40,38,1.0
51,3,220019,11.0,12,0,9,1,4,0,0,0,40,38,0.0
34,4,242984,12.0,13,4,3,1,4,1,0,0,50,38,0.0
38,3,187847,10.0,11,2,3,0,4,1,0,0,50,38,1.0
17,3,132636,6.0,7,4,11,3,4,0,0,0,15,38,0.0
20,3,108887,9.0,10,4,0,3,4,0,0,0,25,38,0.0
42,5,195897,8.0,9,2,2,0,4,1,0,0,40,38,0.0
41,3,112181,12.0,13,2,11,5,4,0,0,0,12,38,1.0
56,1,391926,8.0,9,2,3,0,4,1,0,0,40,38,0.0
17,3,195505,5.0,6,4,11,3,4,1,0,0,5,38,0.0
31,3,43819,12.0,13,2,9,5,4,0,7688,0,43,38,1.0
23,3,145389,9.0,10,2,11,5,4,0,0,0,40,38,0.0
33,8,186824,9.0,10,4,14,3,4,1,0,0,40,38,0.0
36,1,101833,12.0,13,5,9,1,4,1,0,0,40,38,0.0
37,3,82283,2.0,3,2,7,0,1,1,0,0,40,41,0.0
52,3,99602,8.0,9,5,2,3,2,0,0,0,40,38,0.0
28,3,213276,8.0,9,2,3,0,4,1,0,0,50,38,0.0
59,3,424468,8.0,9,2,2,0,4,1,0,0,40,41,0.0
30,3,176123,5.0,6,4,6,2,1,1,0,0,40,39,0.0
32,3,38797,10.0,11,4,2,1,4,1,0,0,40,38,0.0
30,3,101859,3.0,4,4,2,1,4,1,0,0,50,38,0.0
53,3,87158,8.0,9,2,2,0,2,1,0,0,40,38,0.0
54,5,205066,5.0,6,2,2,0,4,1,0,0,36,38,0.0
26,3,56929,12.0,13,4,3,1,2,1,0,0,50,41,0.0
34,3,25322,12.0,13,3,6,1,1,1,0,2339,40,41,0.0
31,3,87950,10.0,11,0,11,1,0,0,0,0,40,38,0.0
34,3,150154,8.0,9,4,0,3,4,1,0,0,40,38,0.0
58,3,142076,8.0,9,0,12,1,4,1,4787,0,39,38,1.0
30,6,112139,8.0,9,2,10,0,4,1,0,0,40,38,0.0
53,3,149217,8.0,9,2,2,0,4,1,0,0,40,32,0.0
27,3,189974,9.0,10,0,0,3,4,0,0,0,20,38,0.0
23,3,109199,2.0,3,2,5,0,4,1,0,0,40,25,0.0
24,3,190290,10.0,11,2,2,0,4,1,0,0,45,38,0.0
36,3,189404,12.0,13,2,11,0,4,1,0,1977,35,38,1.0
33,0,428271,8.0,9,0,0,4,2,0,0,0,35,38,0.0
22,6,134192,9.0,10,4,12,3,4,0,0,0,10,38,0.0
47,3,168211,8.0,9,2,2,0,4,1,0,0,44,38,0.0
34,3,277314,11.0,12,2,11,0,2,1,0,1902,50,38,1.0
44,0,316120,15.0,15,0,9,4,4,1,0,0,40,38,1.0
41,3,107276,10.0,11,4,9,1,4,0,0,0,45,38,0.0
45,8,112453,8.0,9,5,14,1,1,1,0,0,4,38,0.0
24,3,346909,8.0,9,2,2,0,4,1,0,0,44,25,0.0
65,8,105017,12.0,13,2,14,0,4,1,0,0,40,38,0.0
45,3,317360,12.0,13,0,9,4,4,0,0,0,50,38,0.0
23,3,189017,12.0,13,4,11,1,4,1,0,0,55,38,0.0
54,3,138179,8.0,9,2,6,0,4,1,0,0,40,38,0.0
40,3,299813,6.0,7,4,6,1,4,0,0,0,37,5,0.0
45,3,265083,2.0,3,0,8,4,4,0,0,0,35,25,0.0
50,3,185846,8.0,9,2,11,0,4,1,0,0,40,38,0.0
40,3,184655,11.0,12,4,7,2,4,1,0,0,25,38,0.0
24,3,200295,9.0,10,4,2,1,4,1,0,0,40,38,0.0
42,3,117319,8.0,9,2,2,0,4,1,0,1672,40,38,0.0
50,3,63000,9.0,10,2,11,0,4,1,0,0,60,38,1.0
58,5,106942,9.0,10,0,2,4,4,1,0,0,40,38,0.0
47,3,52795,9.0,10,2,6,0,4,1,0,0,46,38,0.0
37,3,51264,14.0,16,2,9,0,4,1,0,0,99,9,1.0
37,5,410919,8.0,9,4,2,3,4,1,0,0,35,38,0.0
22,3,105592,11.0,12,4,13,1,4,1,0,0,45,38,0.0
29,5,183151,8.0,9,2,13,0,4,1,0,0,48,38,0.0
45,3,209912,12.0,13,2,3,0,1,1,0,0,40,18,1.0
49,5,275845,9.0,10,2,3,0,4,1,0,0,60,38,0.0
44,1,241851,10.0,11,2,13,0,4,1,4386,0,40,38,1.0
72,3,89299,8.0,9,0,7,1,4,0,0,0,16,38,0.0
63,5,106648,8.0,9,2,7,0,4,1,0,0,12,38,0.0
26,3,58426,8.0,9,2,9,0,4,1,0,0,50,38,0.0
58,5,121912,10.0,11,2,2,0,4,1,0,0,42,38,0.0
40,3,170730,8.0,9,2,2,0,4,1,0,0,50,38,0.0
56,3,257555,9.0,10,2,11,0,4,1,0,0,40,38,0.0
55,5,51499,9.0,10,2,4,0,4,1,0,0,72,38,0.0
28,3,195000,12.0,13,4,11,2,4,0,0,0,45,38,0.0
57,3,108741,8.0,9,2,3,5,4,0,0,0,40,38,0.0
37,3,184964,13.0,14,0,3,1,4,1,0,0,45,38,1.0
44,3,156815,8.0,9,0,0,1,4,0,0,0,40,38,0.0
31,3,49325,8.0,9,2,6,0,4,1,0,0,40,38,0.0
42,3,121718,9.0,10,2,0,0,4,1,0,0,40,10,0.0
18,3,172076,9.0,10,4,7,3,4,0,0,0,25,38,0.0
57,5,327901,5.0,6,2,2,0,4,1,0,0,40,38,0.0
53,1,215990,9.0,10,2,7,0,4,1,0,0,35,38,0.0
38,3,210866,8.0,9,2,3,0,4,1,0,0,44,38,1.0
33,3,322873,8.0,9,0,11,1,4,0,0,0,50,38,0.0
42,3,265698,13.0,14,0,9,4,4,0,0,0,40,38,0.0
70,8,26990,8.0,9,2,14,0,4,1,0,0,60,38,0.0
50,3,177896,8.0,9,2,2,0,4,1,0,0,50,38,0.0
50,3,189107,8.0,9,2,6,0,4,1,0,0,40,38,0.0
28,3,306830,11.0,12,2,5,0,4,1,0,0,40,26,0.0
72,0,39110,6.0,7,0,0,1,4,0,0,0,8,1,0.0
33,3,155475,8.0,9,2,11,0,4,1,0,0,40,38,0.0
47,3,135803,8.0,9,2,7,0,1,1,0,0,25,29,0.0
48,3,117849,9.0,10,2,9,0,4,1,0,0,40,38,1.0
64,5,339321,12.0,13,2,9,0,4,1,0,0,24,38,1.0
19,3,318822,6.0,7,4,8,1,4,0,0,0,35,38,0.0
48,3,174794,10.0,11,0,0,4,4,0,0,0,40,38,0.0
37,3,204277,8.0,9,2,6,0,4,1,0,1848,48,38,1.0
55,3,182460,8.0,9,2,2,0,4,1,15024,0,35,38,1.0
24,3,193920,13.0,14,4,8,1,4,0,0,0,45,41,0.0
42,0,91468,8.0,9,0,0,1,4,0,0,0,40,38,0.0
43,3,106760,8.0,9,2,0,5,4,0,0,0,50,1,1.0
34,3,375680,11.0,12,4,2,3,2,0,0,0,40,38,0.0
55,4,222615,13.0,14,2,3,0,4,1,0,0,60,38,0.0
22,3,190968,8.0,9,2,7,0,4,1,0,0,40,38,0.0
39,3,76767,9.0,10,0,0,1,4,0,0,0,60,38,0.0
50,5,203098,12.0,13,2,3,0,4,1,0,0,35,38,0.0
47,1,162187,9.0,10,2,13,0,4,1,0,1887,40,38,1.0
25,3,242729,12.0,13,4,11,3,4,0,0,0,20,38,0.0
52,3,253784,6.0,7,0,7,4,4,0,0,0,20,38,0.0
30,3,206051,8.0,9,2,13,0,4,1,0,0,40,38,0.0
37,5,181553,8.0,9,0,2,1,4,1,0,0,50,38,0.0
73,4,80986,8.0,9,2,11,0,4,1,0,0,20,38,0.0
50,3,200783,3.0,4,0,2,1,4,1,0,0,60,38,0.0
34,3,42596,9.0,10,2,3,0,4,1,0,0,45,38,0.0
24,3,464502,11.0,12,4,11,1,2,1,0,0,40,41,0.0
66,3,205724,9.0,10,2,11,0,4,1,0,0,24,38,1.0
22,3,446140,8.0,9,4,11,3,4,1,0,0,55,38,0.0
69,1,32287,5.0,6,2,13,0,4,1,0,0,25,38,0.0
23,3,56774,8.0,9,4,2,3,4,1,0,0,40,38,0.0
55,3,308118,12.0,13,6,6,4,4,0,0,0,40,41,0.0
35,3,176279,9.0,10,6,0,4,4,0,0,0,30,38,0.0
20,3,103277,9.0,10,4,0,3,4,0,0,0,35,38,0.0
70,4,225780,9.0,10,2,3,0,4,1,0,0,20,38,1.0
54,3,154728,10.0,11,2,12,0,4,1,7688,0,40,38,1.0
34,3,149943,8.0,9,4,7,1,1,1,0,0,40,23,0.0
38,6,22245,14.0,16,2,9,0,4,1,0,0,45,38,1.0
33,3,93056,3.0,4,0,5,3,4,1,0,0,40,38,0.0
43,3,270522,8.0,9,5,7,1,4,0,0,0,26,38,0.0
60,4,123218,9.0,10,2,3,0,4,1,0,0,40,38,0.0
81,5,123959,12.0,13,6,9,1,4,0,0,1668,3,17,0.0
32,5,103642,8.0,9,2,3,0,4,1,0,0,55,38,0.0
34,3,157747,8.0,9,2,13,0,4,1,0,0,45,38,0.0
46,5,154083,13.0,14,4,3,1,4,1,0,0,25,38,0.0
30,6,23037,9.0,10,4,7,3,0,1,0,0,84,38,0.0
23,8,226891,8.0,9,4,14,2,1,0,0,0,20,34,0.0
29,3,50028,9.0,10,2,7,0,4,1,0,0,40,38,0.0
51,3,138251,8.0,9,2,13,0,4,1,0,0,60,38,0.0
31,3,369825,3.0,4,4,5,2,4,1,0,0,25,38,0.0
36,0,44364,8.0,9,4,0,3,2,0,0,0,36,38,0.0
23,3,230704,9.0,10,4,5,3,2,1,0,0,22,38,0.0
35,3,42044,8.0,9,2,6,0,4,1,0,0,30,38,0.0
28,1,56340,13.0,14,4,9,1,4,0,0,0,40,38,0.0
33,6,156015,12.0,13,2,3,0,4,1,0,0,40,38,1.0
40,3,163434,9.0,10,2,5,0,4,1,0,0,40,38,0.0
27,3,85251,9.0,10,2,13,0,4,1,0,0,45,38,0.0
38,4,187411,8.0,9,2,3,0,4,1,0,0,40,38,1.0
47,3,155124,10.0,11,0,9,1,4,0,0,1669,40,38,0.0
25,3,396633,9.0,10,2,0,5,2,0,0,0,56,38,1.0
45,3,182313,12.0,13,2,3,0,4,1,7688,0,50,38,1.0
38,3,52596,9.0,10,4,0,3,2,0,0,0,40,38,0.0
66,8,260111,9.0,10,2,14,0,4,1,0,0,40,38,1.0
65,1,143570,9.0,10,4,9,1,2,0,0,0,40,38,0.0
30,3,160634,10.0,11,4,2,3,4,1,0,0,40,38,1.0
54,3,29909,6.0,7,2,7,5,4,0,0,0,43,38,0.0
49,3,94215,7.0,8,0,6,1,4,0,0,0,40,38,0.0
41,5,151990,10.0,11,2,9,5,4,0,0,0,15,38,1.0
48,0,188081,8.0,9,2,0,0,4,1,0,0,40,38,1.0
23,3,218445,2.0,3,4,8,4,4,0,0,0,12,25,0.0
77,3,235775,8.0,9,2,7,0,4,1,0,0,25,4,0.0
19,3,98605,9.0,10,4,7,3,4,0,0,0,20,38,0.0
30,3,188398,8.0,9,3,0,1,4,0,0,0,30,38,0.0
41,4,140365,12.0,13,2,3,0,4,1,0,1902,55,38,1.0
35,3,202950,8.0,9,2,3,0,4,1,0,0,55,19,1.0
20,3,218215,9.0,10,4,0,3,4,0,0,0,40,38,0.0
66,4,197816,12.0,13,2,3,0,4,1,10605,0,40,38,1.0
49,3,147002,8.0,9,4,2,4,4,0,0,0,40,32,0.0
52,3,138497,12.0,13,2,11,0,4,1,0,0,45,38,1.0
24,3,57711,13.0,14,2,9,5,4,0,0,0,35,38,1.0
50,3,169925,8.0,9,2,2,0,4,1,0,0,15,38,0.0
22,3,72310,6.0,7,4,13,1,4,1,0,0,65,38,0.0
19,3,170800,9.0,10,4,7,3,4,1,0,0,20,38,0.0
39,3,215095,6.0,7,4,9,4,4,0,0,0,30,32,0.0
45,3,480717,12.0,13,2,7,0,1,1,0,0,38,41,0.0
61,1,34632,12.0,13,0,7,1,4,1,0,0,30,38,0.0
45,3,140664,11.0,12,0,13,1,4,1,0,0,55,38,0.0
36,1,177858,12.0,13,2,9,3,4,1,0,0,40,38,0.0
40,3,160369,13.0,14,2,3,0,4,1,0,2415,45,38,1.0
38,3,129102,8.0,9,2,3,0,4,1,0,0,50,38,0.0
52,1,278522,9.0,10,2,13,0,2,1,0,0,40,38,0.0
29,0,124953,10.0,11,2,12,0,4,1,0,0,42,38,1.0
